-1.302797603607177734e+01,9.433875083923339844e+00,-2.479488945007324219e+01
-1.721749305725097656e+01,2.647193670272827148e+00,-1.577693367004394531e+01
-1.229394435882568359e+01,6.092488288879394531e+00,-2.474178504943847656e+01
-8.650653839111328125e+00,-4.559688568115234375e-01,-2.224733543395996094e+01
-5.563728332519531250e+00,5.158859729766845703e+00,-1.211881065368652344e+01
-1.125248050689697266e+01,8.629556655883789062e+00,-2.767362976074218750e+01
-1.509413814544677734e+01,8.322882652282714844e+00,-2.704022979736328125e+01
-1.268032073974609375e+01,3.816295862197875977e-01,-2.687969589233398438e+01
-1.524978446960449219e+01,8.806315064430236816e-01,-2.411044692993164062e+01
-5.203480720520019531e+00,6.459971666336059570e-01,-1.288913917541503906e+01
-1.201338577270507812e+01,7.636615276336669922e+00,-3.139138603210449219e+01
-5.117312908172607422e+00,-4.508753299713134766e+00,-2.154785537719726562e+01
-2.346520423889160156e+00,5.298668384552001953e+00,-1.630134963989257812e+01
-2.242148876190185547e+00,1.055867671966552734e+00,-1.691835975646972656e+01
-9.359045028686523438e+00,7.654835700988769531e+00,-1.555758094787597656e+01
-1.769532203674316406e+00,2.398090839385986328e+00,-1.362827205657958984e+01
-1.383647203445434570e+00,5.294644832611083984e+00,-2.018308448791503906e+01
-4.626531600952148438e+00,4.667471885681152344e+00,-1.957820510864257812e+01
-5.864263057708740234e+00,7.159643650054931641e+00,-1.681994056701660156e+01
-5.039164543151855469e+00,3.067793607711791992e+00,-1.585607337951660156e+01
-1.807479500770568848e+00,-1.311797738075256348e+00,-1.354520988464355469e+01
-8.516048431396484375e+00,4.865377902984619141e+00,-2.151169586181640625e+01
-9.217894554138183594e+00,8.641594886779785156e+00,-2.332659149169921875e+01
-3.193538665771484375e+00,8.493496894836425781e+00,-1.903927230834960938e+01
-5.354656219482421875e+00,6.954774856567382812e+00,-2.213796997070312500e+01
-1.057298851013183594e+01,7.924928188323974609e+00,-2.033839416503906250e+01
-8.245079994201660156e+00,4.821175098419189453e+00,-1.799164009094238281e+01
-1.117117595672607422e+01,1.151441097259521484e+01,-2.104341697692871094e+01
-6.800834655761718750e+00,9.198020935058593750e+00,-2.009800529479980469e+01
-5.679486751556396484e+00,-6.781248092651367188e+00,-1.212764739990234375e+01
-1.174644589424133301e+00,-1.158529663085937500e+01,-1.408203220367431641e+01
-6.545667171478271484e+00,-8.845298767089843750e+00,-1.548039722442626953e+01
-3.314568281173706055e+00,-4.815863609313964844e+00,-1.641001319885253906e+01
-3.201491594314575195e+00,-9.947255134582519531e+00,-1.715319442749023438e+01
-6.522130489349365234e+00,-5.004517078399658203e+00,-1.495292854309082031e+01
-1.809325665235519409e-01,-8.314023017883300781e+00,-1.249333381652832031e+01
9.817486256361007690e-02,-5.370775699615478516e+00,-1.529483222961425781e+01
-2.763785600662231445e+00,-4.284807682037353516e+00,-1.195539283752441406e+01
-1.120112895965576172e+00,-6.749786376953125000e+00,-1.891734313964843750e+01
-2.956386327743530273e+00,-7.591378211975097656e+00,-1.461025142669677734e+01
-2.005819129943847656e+01,-2.849822998046875000e+00,-2.584305191040039062e+01
-1.804694938659667969e+01,-6.908742427825927734e+00,-2.317955017089843750e+01
-1.479479312896728516e+01,-8.488313674926757812e+00,-2.254948616027832031e+01
-1.469422531127929688e+01,-1.956136512756347656e+01,3.112014770507812500e+00
-9.923746109008789062e+00,-8.362002372741699219e+00,-2.014224815368652344e+01
-4.813870429992675781e+00,-1.332511425018310547e+01,-1.491394805908203125e+01
-1.129068660736083984e+01,-1.150387287139892578e+01,-1.849119377136230469e+01
-1.491263389587402344e+01,-1.086897563934326172e+01,-1.720532608032226562e+01
-1.980127716064453125e+01,-4.370695590972900391e+00,-2.220460128784179688e+01
-1.146476554870605469e+01,-8.321234703063964844e+00,-1.660831260681152344e+01
-2.434432792663574219e+01,-2.235593557357788086e+00,-2.802721405029296875e+01
-1.615916061401367188e+01,-3.977359771728515625e+00,-2.364344024658203125e+01
-1.504990768432617188e+01,-5.606664657592773438e+00,-2.889547538757324219e+01
-2.360809326171875000e+01,5.336894989013671875e-01,-3.027466964721679688e+01
-2.482482147216796875e+01,-4.445664882659912109e+00,-2.474567413330078125e+01
-1.996771430969238281e+01,-1.017512440681457520e+00,-2.948289871215820312e+01
-1.771360206604003906e+01,-6.804718017578125000e+00,-2.731535339355468750e+01
-2.664179420471191406e+01,-3.074057102203369141e-01,-2.616134071350097656e+01
-2.310856628417968750e+01,1.731260418891906738e+00,-2.699675178527832031e+01
-2.691410064697265625e+01,9.663577675819396973e-01,-3.007373619079589844e+01
-2.313287544250488281e+01,-1.252549409866333008e+00,-2.462746620178222656e+01
-1.638631820678710938e+01,-3.273717641830444336e+00,-3.415142822265625000e+01
-1.040917396545410156e+01,-5.073094844818115234e+00,-2.807974624633789062e+01
-1.687636566162109375e+01,7.221413254737854004e-01,-3.178054618835449219e+01
-2.000522041320800781e+01,2.311318159103393555e+00,-3.637205505371093750e+01
-1.629982757568359375e+01,-1.499416828155517578e+00,-2.995119667053222656e+01
